left_wrist_angle,right_wrist_angle,left_elbow_angle,right_elbow_angle,left_shoulder_angle,right_shoulder_angle,left_knee_angle,right_knee_angle,left_ankle_angle,right_ankle_angle,left_hip_angle,right_hip_angle,name_yoga
166.1523264,190.0650342,168.0280517,190.9702834,145.8334765,136.4628479,181.7927284,30.07930896,192.6274006,175.4297021,98.19881747,142.9336388,tree
181.3728959,202.0028047,165.5754162,194.5014675,184.2376634,194.9353919,331.8260368,180.1686351,221.2877314,206.5079584,140.7755317,91.60634377,tree
223.8427991,147.7006052,320.8255587,36.07820093,49.36797955,54.89010135,194.1557795,50.01836692,139.2341675,195.3360839,76.59052204,111.7729375,tree
157.4383528,199.0925994,133.7703717,228.3207781,186.2351927,167.3240842,179.4174157,17.50330626,177.4977071,136.0725918,86.83064683,143.0752725,tree
163.1268645,186.4045561,162.5877816,200.5952934,86.31580867,74.33085798,182.4472111,19.06972867,164.8166509,135.3116063,85.65961732,151.5602945,tree
168.686455,184.3528813,165.4666381,189.6333587,149.5112776,152.0565327,177.8986833,357.2601695,192.3102381,176.0708107,93.80690186,97.92002754,tree
197.3878176,172.2557977,136.1657616,242.3851736,181.1657238,164.2579637,178.9307534,51.32510304,178.956669,161.4471636,85.02639645,145.4036882,tree
215.2238303,154.3314645,326.7814064,28.52593184,11.51924139,8.253522361,179.8120811,82.24646059,184.6374674,186.9199252,100.0307484,115.6177309,tree
165.2887154,182.836433,202.3690579,163.0598609,181.2278269,179.4593865,180.8113942,309.2100639,142.024251,222.9479277,261.4841394,227.0805072,tree
179.8074059,167.981927,166.0417005,180.4673631,180.8905469,192.8445255,179.7584387,36.30854721,127.0630273,159.5391418,97.32534378,117.698336,tree
189.2345835,176.7886512,177.6131739,195.1793124,208.2836115,178.9448694,186.7231511,25.408283,153.1986234,168.4154322,86.65969438,156.0307101,tree
181.5971346,167.9963387,124.2033132,238.7635853,169.0421947,164.4782825,184.2828032,34.64020211,148.8729439,121.7328955,87.11823526,133.8178184,tree
211.1116259,164.8670368,328.7263873,18.73407108,11.07498205,11.42577883,183.5780678,142.0761583,180.8453958,176.8041155,96.47147619,96.37599365,tree
179.4883386,185.5950505,172.2875544,187.7705968,8.021528823,7.730116246,181.1897527,181.0441247,171.5523061,182.5789308,86.22462039,89.52626237,tree
168.8495656,167.5941277,169.7787955,256.723718,163.8894974,140.7826699,286.823784,11.9795824,184.152487,130.4587738,81.38763681,146.7071433,tree
197.243246,177.3770581,150.6855399,225.1468067,203.7933041,171.4876366,165.6390722,12.53827727,184.5067292,142.4050766,75.92144044,158.1403389,tree
216.7548578,138.1045038,308.3477778,39.039197,30.50239223,20.21292777,177.0211224,20.80038164,167.8380765,177.300948,86.79210257,147.5522313,tree
225.9283268,147.7120575,311.4237578,48.95529969,58.95434007,47.04574378,193.8865363,30.22993225,165.9837144,157.3125997,87.3044056,154.0417275,tree
129.6126148,193.5388478,171.4411208,189.88147,111.4818173,99.09625568,168.9655338,28.61202084,202.0132567,150.981181,122.8429492,131.2332858,tree
237.8847874,128.2110787,310.0794878,58.58951399,37.75927604,30.61976967,177.2435195,66.95004603,186.9933287,170.135351,99.211413,132.5510882,tree
190.0124941,182.5917117,194.714618,141.3436698,23.02652701,6.85270624,186.7079135,25.00962973,158.5503241,177.6570584,78.1490402,136.9892278,tree
180.6150278,174.6218063,192.2202477,189.2908882,211.5593645,191.011468,178.853774,17.40657582,191.063358,162.4100841,80.39709711,156.5884578,tree
178.524272,235.7730854,206.1450955,182.3112029,353.8335328,181.188136,336.2885139,182.4887177,239.9780221,209.0844083,96.97889161,92.03295313,tree
162.8938524,166.7751848,159.2250256,176.5613841,173.6915463,183.9382319,339.6860775,182.6090407,163.3851258,152.2045699,157.0970602,100.5774927,tree
162.5337631,197.2936931,219.3124941,138.628886,184.7370802,184.2780848,68.69346677,177.0952325,170.6532547,180.5434806,226.1976273,266.3898513,tree
193.6999815,147.644668,308.716625,42.51680898,31.62806895,22.03295114,172.5487846,21.96742085,170.7902926,158.9265999,85.71283901,147.9207182,tree
171.5630093,207.0990359,162.7145017,172.2876061,152.8510281,87.60133443,177.6583754,180.9579986,179.8775361,182.1243081,96.52697513,78.43313489,tree
182.0577953,179.1199916,181.8285766,172.920623,174.0081202,179.2351279,179.108151,321.2770616,202.3885387,186.817519,256.7785264,247.8132452,tree
171.0282991,178.4712631,12.53853666,335.945446,14.98566003,17.56532021,310.5082358,178.0403586,184.3497937,192.369823,123.6721142,103.5924321,tree
191.50062,153.629191,186.0702272,158.6319171,214.1735265,200.5108454,45.77285563,191.7035953,114.5441848,177.763147,212.958455,264.1819516,tree
206.4522931,134.1169622,321.8344798,42.93621411,29.17556629,35.77593009,189.5018234,99.70883015,162.5439762,189.6815841,80.90605301,125.0010573,tree
171.1168252,192.2290492,183.2779461,170.2885764,151.6714417,144.8577127,187.2882424,14.27759851,170.6270948,121.3511194,89.40875342,163.3714881,tree
166.2286763,191.1878775,169.0293723,190.9267111,133.909812,134.3461549,182.213478,28.1901149,168.0329591,156.8940697,84.38374062,152.2550786,tree
178.6715667,201.9578994,139.2086573,232.4519834,174.0426573,153.4952447,173.506354,21.96210034,218.6081408,130.9830889,82.36109818,157.0132743,tree
122.469758,174.166753,60.53485397,285.5368887,304.0836161,330.7605197,186.0119492,327.7908718,194.8638213,247.7691481,280.6067354,207.7535311,tree
216.9430469,139.1469329,306.624521,46.67008968,38.01450027,47.44429454,337.7409042,175.481573,206.7778949,198.9303968,142.8772504,85.46789278,tree
183.782449,158.0478401,196.087009,166.222843,176.2015084,174.9222139,67.87334162,191.259528,168.6404753,237.0527607,227.8469405,281.1218714,tree
199.9468491,152.9674155,337.0371101,27.37173236,12.21700825,14.80106296,327.2368694,177.9875393,196.6887415,181.6951888,122.880393,100.6237002,tree
124.6701686,183.6744726,180.1280745,186.3142344,183.1662142,160.3749859,179.1166665,27.64112732,133.0224015,167.6051456,87.24782434,125.8244418,tree
197.3589916,175.0167047,104.4546302,243.4402453,170.8078965,158.0889424,183.8369582,41.93259197,166.5285272,127.8721222,95.43989668,155.0987264,tree
202.2105683,145.487032,336.6503041,42.47538853,8.470355342,16.85722547,329.075186,180.8563754,195.3244293,188.3738274,115.4216035,100.125622,tree
182.3832041,180.3757735,130.4408619,227.5821685,174.3909012,173.8608019,340.0448566,173.6703319,230.3890131,194.9306894,151.6097231,89.88368821,tree
147.2804539,204.1682395,176.6829968,200.615366,174.8066068,157.0484634,199.335724,18.2678784,167.190301,176.471711,94.06717608,154.7316785,tree
179.4674635,270.722929,172.0748826,188.4339064,174.7151353,177.1872929,245.9149049,180.5344326,185.7891928,187.3278711,108.4827575,92.98265108,tree
178.5089482,177.6522778,164.1230779,195.4357481,193.8588891,182.6499064,185.2715486,33.5091734,215.6342663,160.2364586,86.92089888,155.399364,tree
168.9774119,180.6569327,161.1109474,193.8122418,183.7578174,209.109049,343.4530133,176.6631914,221.4210859,197.4426659,154.2872165,82.47431836,tree
211.4997162,147.8900687,328.7991219,27.71935266,61.40717387,51.33282725,181.3788446,24.484518,190.9358002,137.9391439,84.46258174,150.6127289,tree
217.4143565,138.378286,319.8194328,34.89904844,20.61112904,15.10320295,176.2390365,19.87045196,172.5947519,167.1199087,84.29774403,118.5195247,tree
185.5564673,184.6946841,105.9772297,256.8801044,169.2600309,164.1809081,192.084621,41.54932255,175.6873392,158.5847358,89.10102716,149.8263968,tree
187.253579,179.6585011,168.532798,197.2503543,189.4034612,176.4043864,180.4319926,39.63008399,168.7920638,176.6898611,97.32644065,129.2429157,tree
188.1179702,177.5115286,162.0046595,198.4252881,182.4166639,184.5246985,333.4086021,183.5221807,211.2160417,203.2541315,117.3197133,99.72555907,tree
227.7282597,136.4526343,313.1349133,53.86646125,32.70787874,21.48062921,178.9446117,38.46774185,166.2713014,172.0167331,94.83099331,141.6407785,tree
200.0535512,159.3508161,343.8086022,23.1327242,12.05908005,7.079357701,179.2182738,65.66033638,165.2166952,172.5280072,97.84738531,123.444473,tree
225.6189747,151.177981,310.3864871,37.71280662,21.04255852,15.95375716,182.2771622,26.74663099,170.4830666,172.6394654,80.55987123,130.0679099,tree
177.657042,176.2253437,161.9112876,194.6081993,181.1475478,194.9258246,342.5415683,174.4552108,237.864697,191.494172,141.7961062,87.04393051,tree
215.8518318,135.6762703,319.44426,35.54837264,23.19093538,34.56093792,335.6208614,183.8901731,198.8094252,196.1639934,153.3716004,90.09208663,tree
126.4919485,258.6302085,144.1613701,207.072444,177.2843713,171.4649057,185.8937156,94.86080263,180.2548199,177.4683637,103.3540412,102.8424158,tree
182.5877129,182.2762981,173.3795772,188.2341674,205.4022836,176.9935022,176.4862678,16.19181837,119.6807782,161.3841764,90.34633062,144.5029624,tree
183.6757557,183.2436971,143.8388146,209.6684071,187.8865736,178.6078556,190.0161389,31.2942532,171.7294147,150.996981,89.82965034,152.2448283,tree
179.4608091,191.42521,145.606636,219.841447,173.911138,176.8314327,342.8511885,180.9732146,215.4311755,193.3566389,141.0798034,88.4013077,tree
173.0584261,173.4627973,167.4533646,199.7965833,189.8075564,193.0615296,338.8672178,177.5530255,215.8960137,193.7122158,149.2337792,86.36092937,tree
228.7735945,133.6812156,314.9932311,53.02012531,26.44958036,30.15712093,326.7389004,177.8739194,199.4585042,175.890474,135.7650416,102.1719304,tree
157.4383528,199.0925994,133.7703717,228.3207781,186.2351927,167.3240842,179.4174157,17.50330626,177.4977071,136.0725918,86.83064683,143.0752725,tree
172.2548653,191.8723853,113.8394291,241.4359728,166.1962896,173.6562331,336.5640882,172.6658656,210.1035852,205.3771277,146.1156365,90.67486193,tree
209.9061574,146.5883035,331.734568,33.79064934,15.09217384,11.84319102,181.1693833,29.11377227,173.0009554,183.0734976,102.5333068,109.1954208,tree
240.8082152,131.7762057,297.446065,57.63296684,21.36246265,21.71064985,320.4189652,174.8888325,189.6730165,194.1957112,109.7467118,99.8529651,tree
